"Date","Price","Open","High","Low","Vol.","Change %"
"Jul 23, 2008","203.64","202.85","204.72","201.81","109.33M","1.94%"
"Jul 22, 2008","199.77","198.18","200.06","198.05","71.18M","-0.11%"
"Jul 21, 2008","200.00","195.72","201.08","195.62","99.85M","3.70%"
"Jul 18, 2008","192.86","197.01","197.06","192.02","84.52M","-1.04%"
"Jul 17, 2008","194.89","197.03","197.57","194.80","92.62M","1.25%"
"Jul 16, 2008","192.48","193.96","195.36","190.02","104.07M","-0.27%"
"Jul 15, 2008","193.01","198.01","198.04","192.51","98.23M","-3.07%"
"Jul 14, 2008","199.12","199.63","202.22","198.51","74.34M","-0.50%"
"Jul 11, 2008","200.12","197.10","201.00","194.99","102.94M","1.93%"
"Jul 10, 2008","196.34","191.85","197.23","191.54","118.57M","0.89%"
"Jul 09, 2008","194.61","199.64","200.44","194.61","107.71M","-0.97%"
"Jul 08, 2008","196.52","202.05","202.05","193.74","106.18M","-2.88%"
"Jul 07, 2008","202.34","200.63","203.18","199.59","83.54M","0.30%"
"Jul 04, 2008","201.74","205.45","205.97","201.25","83.46M","-1.93%"
"Jul 03, 2008","205.71","203.73","207.30","202.76","106.81M","-1.08%"
"Jul 02, 2008","207.96","212.75","213.19","206.04","101.12M","-2.38%"
"Jul 01, 2008","213.02","213.64","214.50","210.74","78.94M","-0.23%"
"Jun 30, 2008","213.52","214.33","215.63","213.09","70.14M","-0.50%"
"Jun 27, 2008","214.59","213.45","214.93","212.91","72.20M","-2.07%"
"Jun 26, 2008","219.12","218.93","221.45","218.70","74.44M","0.08%"
"Jun 25, 2008","218.95","217.91","218.95","215.88","84.02M","0.45%"
"Jun 24, 2008","217.97","217.31","218.81","216.62","70.87M","-0.25%"
"Jun 23, 2008","218.51","217.19","219.45","215.83","68.56M","-0.93%"
"Jun 20, 2008","220.57","223.59","223.96","219.56","79.06M","-0.66%"
"Jun 19, 2008","222.03","224.13","224.31","220.85","88.22M","-2.02%"
"Jun 18, 2008","226.60","222.87","226.82","222.45","88.92M","1.31%"
"Jun 17, 2008","223.66","225.65","225.76","221.96","99.32M","-0.56%"
"Jun 16, 2008","224.91","225.06","225.89","223.82","106.61M","0.95%"
"Jun 13, 2008","222.79","223.26","224.40","220.45","105.94M","0.73%"
"Jun 12, 2008","221.17","223.89","224.66","221.17","119.51M","-2.75%"
"Jun 11, 2008","227.42","227.36","228.22","224.69","82.34M","0.38%"
"Jun 10, 2008","226.56","231.83","231.95","225.43","92.46M","-2.07%"
"Jun 09, 2008","231.35","228.95","231.78","228.64","81.82M","-1.45%"
"Jun 05, 2008","234.76","234.44","235.04","232.61","91.20M","-0.14%"
"Jun 04, 2008","235.09","233.46","235.43","232.33","73.70M","0.84%"
"Jun 03, 2008","233.14","234.83","235.51","232.55","79.78M","-1.54%"
"Jun 02, 2008","236.78","236.91","237.67","234.60","77.41M","-0.29%"
"May 30, 2008","237.46","236.96","237.79","235.11","104.09M","0.45%"
"May 29, 2008","236.39","232.98","236.76","232.97","97.37M","2.26%"
"May 28, 2008","231.17","235.43","235.45","230.58","83.73M","-1.20%"
"May 27, 2008","233.97","231.39","234.01","231.32","77.77M","1.54%"
"May 26, 2008","230.43","232.13","233.17","229.05","84.11M","-1.58%"
"May 23, 2008","234.14","235.38","236.02","233.84","80.48M","-0.50%"
"May 22, 2008","235.31","234.30","235.71","232.10","101.12M","-0.78%"
"May 21, 2008","237.15","237.29","239.14","236.82","105.95M","-1.44%"
"May 20, 2008","240.62","242.61","243.14","238.39","97.24M","-0.84%"
"May 19, 2008","242.67","244.05","245.17","241.29","110.81M","-0.36%"
"May 16, 2008","243.54","244.16","245.21","242.53","114.94M","0.18%"
"May 15, 2008","243.11","238.12","243.38","238.08","125.89M","2.56%"
"May 14, 2008","237.04","236.72","237.65","234.91","111.62M","0.01%"
"May 13, 2008","237.02","234.82","237.05","232.71","97.44M","1.30%"
"May 09, 2008","233.98","238.07","238.11","233.17","97.74M","-1.43%"
"May 08, 2008","237.37","235.55","238.43","235.30","116.21M","-0.54%"
"May 07, 2008","238.66","239.87","240.56","236.81","128.68M","-0.36%"
"May 06, 2008","239.53","238.16","239.55","237.24","108.76M","0.57%"
"May 02, 2008","238.18","238.74","238.76","237.54","99.14M","1.35%"
"Apr 30, 2008","235.00","232.76","235.19","232.00","91.76M","0.75%"
"Apr 29, 2008","233.24","235.69","236.00","232.14","87.30M","-0.74%"
"Apr 28, 2008","234.97","235.19","235.66","233.71","128.63M","0.17%"
"Apr 25, 2008","234.56","232.00","234.65","232.00","106.70M","1.64%"
"Apr 24, 2008","230.77","231.58","232.30","229.85","101.38M","0.09%"
"Apr 23, 2008","230.56","228.59","231.96","228.56","108.06M","0.58%"
"Apr 22, 2008","229.22","230.86","231.31","228.92","105.76M","-0.82%"
"Apr 21, 2008","231.11","230.24","231.48","229.87","98.69M","1.70%"
"Apr 18, 2008","227.25","227.48","228.40","226.26","92.25M","0.12%"
"Apr 17, 2008","226.98","228.68","228.88","226.51","97.72M","0.72%"
"Apr 16, 2008","225.36","225.63","226.75","224.86","94.24M","0.83%"
"Apr 15, 2008","223.51","224.83","225.51","222.66","88.58M","-0.46%"
"Apr 14, 2008","224.54","224.35","225.58","223.17","113.64M","-1.86%"
"Apr 11, 2008","228.80","226.86","228.81","225.98","112.10M","1.04%"
"Apr 10, 2008","226.44","223.67","226.58","222.38","87.92M","0.60%"
"Apr 08, 2008","225.10","227.22","227.28","224.24","83.43M","-1.18%"
"Apr 07, 2008","227.79","227.25","229.66","226.48","103.56M","0.37%"
"Apr 04, 2008","226.95","226.87","227.56","226.02","102.51M","-0.02%"
"Apr 03, 2008","226.99","224.29","227.31","223.84","105.86M","1.44%"
"Apr 02, 2008","223.76","222.63","223.80","222.40","147.60M","2.73%"
"Apr 01, 2008","217.81","217.23","219.73","216.30","126.73M","0.07%"
"Mar 31, 2008","217.65","217.69","218.43","215.18","106.04M","0.20%"
"Mar 28, 2008","217.22","213.22","217.75","213.14","91.66M","1.58%"
"Mar 27, 2008","213.85","213.28","214.04","211.72","76.24M","-0.26%"
"Mar 26, 2008","214.41","213.92","214.64","212.92","86.53M","0.32%"
"Mar 25, 2008","213.73","213.92","214.65","212.82","92.27M","1.29%"
"Mar 24, 2008","211.00","210.76","212.04","209.55","78.64M","0.62%"
"Mar 21, 2008","209.69","209.30","209.70","207.89","87.88M","1.49%"
"Mar 20, 2008","206.62","203.81","206.86","202.42","80.87M","0.07%"
"Mar 19, 2008","206.48","206.83","207.72","205.43","94.99M","2.32%"
"Mar 18, 2008","201.79","201.19","202.01","198.79","89.31M","1.06%"
"Mar 17, 2008","199.68","201.36","201.37","194.85","98.48M","-1.46%"
"Mar 14, 2008","202.63","207.40","207.49","200.01","98.89M","-0.88%"
"Mar 13, 2008","204.42","210.16","210.19","203.79","97.56M","-2.88%"
"Mar 12, 2008","210.49","213.80","214.09","210.27","89.31M","1.17%"
"Mar 11, 2008","208.06","203.60","208.47","203.28","81.54M","0.86%"
"Mar 10, 2008","206.29","206.70","208.95","205.79","75.43M","-2.03%"
"Mar 07, 2008","210.57","212.84","212.84","208.78","79.66M","-2.02%"
"Mar 06, 2008","214.92","212.70","216.43","212.54","99.73M","1.31%"
"Mar 05, 2008","212.14","212.64","213.36","210.89","82.10M","0.00%"
"Mar 04, 2008","212.14","212.29","213.59","210.65","69.86M","0.19%"
"Mar 03, 2008","211.73","212.25","212.25","209.77","75.14M","-2.36%"
"Feb 29, 2008","216.85","217.93","218.52","216.46","70.67M","-1.70%"
"Feb 28, 2008","220.59","219.44","221.29","217.67","76.16M","0.79%"
"Feb 27, 2008","218.87","219.44","220.42","218.04","79.32M","0.76%"
"Feb 26, 2008","217.22","219.07","219.40","216.63","76.48M","0.07%"
"Feb 25, 2008","217.07","215.62","217.52","215.52","69.03M","1.56%"
"Feb 22, 2008","213.73","214.09","214.09","211.77","66.97M","-1.22%"
"Feb 21, 2008","216.38","216.40","217.42","214.95","68.81M","1.19%"
"Feb 20, 2008","213.84","216.12","218.01","213.19","89.18M","-2.07%"
"Feb 19, 2008","218.37","218.11","219.00","216.96","84.18M","1.35%"
"Feb 18, 2008","215.46","216.14","217.79","213.26","74.48M","0.04%"
"Feb 15, 2008","215.38","212.80","215.73","212.15","80.17M","-0.38%"
"Feb 14, 2008","216.20","211.27","216.20","211.22","89.97M","4.16%"
"Feb 13, 2008","207.56","211.52","211.71","207.11","73.34M","-0.69%"
"Feb 12, 2008","209.01","210.54","210.72","208.66","66.60M","0.04%"
"Feb 11, 2008","208.92","210.41","210.96","207.98","71.14M","-3.68%"
"Feb 05, 2008","216.91","215.60","217.16","214.95","72.26M","0.31%"
"Feb 04, 2008","216.23","212.02","217.16","211.92","106.69M","3.42%"
"Feb 01, 2008","209.08","210.32","210.70","206.86","87.60M","0.63%"
"Jan 31, 2008","207.77","202.53","208.87","200.84","99.38M","2.10%"
"Jan 30, 2008","203.50","210.82","210.93","201.94","112.15M","-2.54%"
"Jan 29, 2008","208.80","210.51","211.31","206.59","83.10M","1.10%"
"Jan 28, 2008","206.52","211.76","212.64","205.68","76.98M","-3.97%"
"Jan 25, 2008","215.06","213.71","215.21","212.65","100.50M","1.83%"
"Jan 24, 2008","211.20","211.73","213.35","209.76","94.15M","1.92%"
"Jan 23, 2008","207.23","210.10","210.89","203.97","103.12M","1.31%"
"Jan 22, 2008","204.55","206.33","207.91","200.99","128.63M","-4.24%"
"Jan 21, 2008","213.60","218.37","218.48","212.28","98.80M","-2.85%"
"Jan 18, 2008","219.87","214.21","220.54","213.50","106.61M","0.48%"
"Jan 17, 2008","218.83","218.50","219.66","214.07","104.06M","1.37%"
"Jan 16, 2008","215.87","216.90","219.44","215.06","88.52M","-2.28%"
"Jan 15, 2008","220.91","224.78","224.83","217.97","98.69M","-0.85%"
"Jan 14, 2008","222.81","224.30","225.86","221.29","75.66M","-0.71%"
"Jan 11, 2008","224.41","232.12","232.46","223.64","87.14M","-2.21%"
"Jan 10, 2008","229.47","232.74","233.71","229.47","84.36M","-1.32%"
"Jan 09, 2008","232.53","227.14","232.53","226.05","81.64M","0.95%"
"Jan 08, 2008","230.34","231.75","232.32","229.19","88.65M","-0.29%"
"Jan 07, 2008","231.00","229.39","232.42","229.09","86.70M","-2.02%"
"Jan 04, 2008","235.77","234.62","236.59","230.41","91.50M","0.47%"
"Jan 03, 2008","234.67","232.94","235.64","230.86","69.04M","-0.27%"
"Jan 02, 2008","235.30","240.47","240.65","235.02","76.14M","-2.47%"
